Name,Maths,Science,English
Student_7650,99,61,60
Student_7651,80,89,81
Student_7652,99,91,71
Student_7653,61,71,92
Student_7654,55,52,78
Student_7655,52,87,99
Student_7656,71,86,60
Student_7657,99,72,90
Student_7658,79,89,69
Student_7659,93,50,85
Student_7660,90,93,98
Student_7661,74,54,73
Student_7662,54,93,57
Student_7663,78,54,84
Student_7664,76,65,79
Student_7665,100,61,78
Student_7666,79,96,81
Student_7667,71,86,54
Student_7668,51,60,69
Student_7669,71,55,55
Student_7670,85,65,83
Student_7671,80,73,65
Student_7672,95,89,80
Student_7673,80,70,94
Student_7674,77,54,77
Student_7675,60,53,56
Student_7676,57,69,51
Student_7677,52,69,87
Student_7678,64,69,59
Student_7679,83,80,94
Student_7680,77,77,79
Student_7681,80,80,92
Student_7682,92,86,93
Student_7683,87,59,85
Student_7684,100,65,66
Student_7685,76,65,93
Student_7686,65,56,87
Student_7687,69,90,87
Student_7688,89,62,84
Student_7689,50,65,98
Student_7690,97,71,81
Student_7691,52,53,70
Student_7692,96,89,74
Student_7693,77,58,79
Student_7694,66,97,56
Student_7695,51,70,68
Student_7696,99,80,59
Student_7697,90,87,90
Student_7698,100,91,90
Student_7699,74,84,59
Student_7700,84,53,55
Student_7701,51,72,75
Student_7702,91,100,94
Student_7703,89,73,58
Student_7704,79,66,54
Student_7705,73,68,87
Student_7706,98,54,74
Student_7707,84,86,67
Student_7708,53,62,63
Student_7709,97,94,76
Student_7710,94,91,56
Student_7711,72,88,62
Student_7712,63,62,95
Student_7713,62,82,95
Student_7714,94,68,86
Student_7715,82,61,96
Student_7716,91,98,71
Student_7717,79,53,55
Student_7718,83,99,90
Student_7719,71,93,96
Student_7720,66,98,89
Student_7721,81,93,74
Student_7722,88,93,61
Student_7723,61,71,57
Student_7724,97,52,51
Student_7725,68,62,95
Student_7726,93,98,64
Student_7727,74,79,69
Student_7728,77,60,98
Student_7729,55,54,98
Student_7730,69,58,56
Student_7731,68,92,62
Student_7732,95,55,86
Student_7733,86,85,69
Student_7734,61,73,50
Student_7735,88,54,75
Student_7736,67,87,90
Student_7737,71,98,64
Student_7738,90,74,87
Student_7739,98,55,59
Student_7740,55,84,51
Student_7741,80,73,50
Student_7742,89,83,88
Student_7743,64,73,54
Student_7744,57,55,71
Student_7745,89,88,78
Student_7746,84,50,99
Student_7747,54,55,90
Student_7748,58,87,96
Student_7749,53,71,66
Student_7750,55,67,68
Student_7751,90,89,58
Student_7752,55,54,63
Student_7753,84,80,50
Student_7754,98,99,94
Student_7755,81,60,55
Student_7756,70,80,65
Student_7757,86,87,97
Student_7758,86,71,77
Student_7759,82,94,79
Student_7760,72,87,52
Student_7761,59,94,54
Student_7762,66,65,60
Student_7763,96,76,82
Student_7764,80,65,76
Student_7765,80,55,95
Student_7766,60,75,73
Student_7767,75,85,63
Student_7768,92,98,72
Student_7769,73,75,57
Student_7770,94,85,62
Student_7771,53,91,98
Student_7772,93,87,81
Student_7773,73,63,89
Student_7774,76,100,51
Student_7775,80,88,62
Student_7776,82,81,77
Student_7777,67,55,88
Student_7778,88,50,58
Student_7779,70,68,84
Student_7780,95,77,52
Student_7781,96,80,61
Student_7782,97,63,55
Student_7783,91,64,100
Student_7784,89,65,85
Student_7785,59,88,84
Student_7786,55,60,76
Student_7787,58,94,80
Student_7788,51,77,89
Student_7789,71,67,96
Student_7790,75,58,64
Student_7791,69,91,86
Student_7792,80,80,94
Student_7793,99,79,89
Student_7794,51,56,60
Student_7795,63,54,59
Student_7796,55,69,76
Student_7797,95,57,91
Student_7798,86,98,70
Student_7799,95,92,85
Student_7800,86,61,96
Student_7801,70,50,89
Student_7802,69,51,58
Student_7803,63,52,57
Student_7804,69,56,92
Student_7805,86,64,63
Student_7806,65,94,98
Student_7807,52,98,52
Student_7808,75,54,53
Student_7809,65,92,51
Student_7810,92,51,65
Student_7811,56,97,56
Student_7812,70,99,68
Student_7813,63,75,70
Student_7814,91,64,73
Student_7815,87,86,98
Student_7816,50,67,73
Student_7817,99,78,61
Student_7818,86,58,95
Student_7819,55,63,77
Student_7820,67,63,63
Student_7821,51,63,100
Student_7822,53,69,99
Student_7823,83,51,99
Student_7824,83,67,84
Student_7825,86,50,58
Student_7826,59,77,98
Student_7827,66,75,70
Student_7828,93,99,62
Student_7829,72,50,88
Student_7830,80,81,69
Student_7831,50,82,94
Student_7832,64,67,78
Student_7833,70,75,92
Student_7834,68,73,78
Student_7835,91,68,62
Student_7836,75,92,99
Student_7837,66,84,65
Student_7838,61,89,53
Student_7839,99,73,55
Student_7840,73,93,80
Student_7841,57,96,79
Student_7842,56,87,81
Student_7843,96,59,54
Student_7844,68,96,86
Student_7845,83,89,81
Student_7846,61,75,68
Student_7847,99,85,54
Student_7848,85,65,84
Student_7849,61,65,52
Student_7850,92,82,55
Student_7851,100,85,84
Student_7852,74,86,76
Student_7853,83,57,68
Student_7854,86,52,82
Student_7855,54,71,64
Student_7856,87,73,73
Student_7857,90,87,86
Student_7858,78,83,62
Student_7859,76,75,76
Student_7860,75,86,54
Student_7861,60,69,85
Student_7862,56,71,98
Student_7863,88,66,75
Student_7864,50,100,64
Student_7865,99,93,55
Student_7866,96,50,81
Student_7867,58,68,56
Student_7868,90,55,57
Student_7869,82,96,83
Student_7870,78,70,95
Student_7871,53,92,91
Student_7872,98,77,56
Student_7873,55,92,80
Student_7874,99,58,69
Student_7875,53,68,97
Student_7876,91,58,50
Student_7877,52,62,53
Student_7878,96,71,91
Student_7879,72,94,73
Student_7880,87,50,67
Student_7881,68,84,52
Student_7882,66,80,54
Student_7883,81,59,66
Student_7884,97,62,65
Student_7885,90,87,86
Student_7886,58,55,85
Student_7887,90,92,53
Student_7888,88,84,90
Student_7889,70,81,80
Student_7890,63,54,57
Student_7891,50,81,68
Student_7892,96,62,86
Student_7893,58,94,80
Student_7894,80,58,58
Student_7895,84,80,99
Student_7896,74,83,94
Student_7897,62,67,84
Student_7898,66,79,97
Student_7899,67,76,97
Student_7900,50,81,98
Student_7901,71,52,80
Student_7902,63,56,77
Student_7903,92,63,96
Student_7904,88,64,94
Student_7905,75,53,64
Student_7906,70,82,65
Student_7907,74,54,95
Student_7908,86,67,66
Student_7909,62,81,90
Student_7910,70,65,60
Student_7911,61,82,72
Student_7912,89,72,71
Student_7913,87,68,78
Student_7914,76,86,75
Student_7915,77,62,77
Student_7916,97,99,67
Student_7917,72,95,96
Student_7918,73,78,92
Student_7919,95,52,76
Student_7920,77,56,89
Student_7921,68,63,97
Student_7922,86,68,76
Student_7923,67,81,84
Student_7924,99,57,90
Student_7925,89,60,87
Student_7926,87,59,55
Student_7927,66,85,77
Student_7928,70,61,98
Student_7929,76,91,84
Student_7930,82,100,65
Student_7931,99,86,98
Student_7932,58,62,64
Student_7933,92,54,52
Student_7934,58,61,54
Student_7935,100,77,86
Student_7936,89,62,58
Student_7937,91,75,79
Student_7938,53,98,71
Student_7939,55,89,67
Student_7940,91,71,57
Student_7941,96,77,58
Student_7942,50,81,73
Student_7943,63,96,52
Student_7944,100,59,68
Student_7945,71,73,90
Student_7946,86,77,60
Student_7947,51,67,91
Student_7948,61,90,56
Student_7949,57,52,75
Student_7950,64,52,65
Student_7951,62,65,51
Student_7952,90,51,75
Student_7953,86,98,95
Student_7954,56,90,55
Student_7955,69,88,85
Student_7956,51,50,98
Student_7957,97,51,61
Student_7958,62,80,66
Student_7959,51,82,85
Student_7960,80,87,100
Student_7961,58,84,98
Student_7962,96,59,75
Student_7963,67,71,88
Student_7964,100,55,60
Student_7965,83,76,50
Student_7966,55,99,93
Student_7967,60,76,81
Student_7968,98,90,71
Student_7969,74,87,86
Student_7970,89,81,85
Student_7971,81,59,78
Student_7972,57,64,70
Student_7973,88,54,78
Student_7974,93,74,63
Student_7975,94,61,84
Student_7976,92,59,96
Student_7977,97,66,52
Student_7978,72,96,98
Student_7979,86,52,64
Student_7980,80,55,94
Student_7981,61,57,72
Student_7982,72,61,56
Student_7983,90,83,66
Student_7984,67,95,64
Student_7985,72,55,67
Student_7986,63,84,52
Student_7987,78,93,70
Student_7988,53,90,94
Student_7989,76,58,70
Student_7990,82,86,64
Student_7991,77,69,53
Student_7992,93,84,99
Student_7993,68,83,99
Student_7994,94,69,95
Student_7995,64,81,58
Student_7996,59,63,68
Student_7997,77,97,74
Student_7998,85,53,66
Student_7999,72,61,86
Student_8000,82,67,72
Student_8001,65,85,66
Student_8002,65,64,73
Student_8003,60,83,79
Student_8004,97,78,96
Student_8005,55,89,51
Student_8006,73,99,82
Student_8007,61,74,100
Student_8008,60,68,71
Student_8009,68,77,58
Student_8010,56,66,52
Student_8011,92,50,92
Student_8012,65,90,90
Student_8013,78,96,56
Student_8014,94,89,59
Student_8015,70,69,88
Student_8016,56,69,61
Student_8017,88,68,96
Student_8018,64,63,99
Student_8019,78,76,100
Student_8020,72,60,86
Student_8021,56,51,64
Student_8022,69,53,50
Student_8023,81,62,82
Student_8024,70,78,72
Student_8025,63,95,61
Student_8026,89,69,62
Student_8027,81,97,61
Student_8028,62,53,85
Student_8029,55,98,51
Student_8030,76,85,91
Student_8031,50,74,83
Student_8032,91,74,96
Student_8033,61,89,91
Student_8034,90,77,72
Student_8035,55,95,93
Student_8036,61,78,58
Student_8037,56,64,84
Student_8038,72,99,86
Student_8039,89,81,72
Student_8040,63,96,92
Student_8041,95,51,54
Student_8042,61,64,95
Student_8043,65,68,78
Student_8044,70,86,73
Student_8045,66,56,67
Student_8046,72,97,99
Student_8047,51,81,95
Student_8048,80,84,62
Student_8049,77,70,63
Student_8050,81,58,62
Student_8051,53,59,88
Student_8052,58,83,100
Student_8053,72,57,86
Student_8054,59,64,58
Student_8055,94,83,57
Student_8056,76,100,59
Student_8057,82,55,64
Student_8058,86,71,89
Student_8059,74,54,51
Student_8060,77,60,74
Student_8061,63,86,100
Student_8062,83,96,54
Student_8063,95,53,71
Student_8064,63,98,83
Student_8065,60,88,76
Student_8066,69,82,96
Student_8067,50,92,91
Student_8068,87,98,81
Student_8069,59,63,52
Student_8070,78,86,80
Student_8071,96,86,70
Student_8072,92,58,69
Student_8073,62,65,90
Student_8074,61,64,89
Student_8075,65,88,56
Student_8076,55,64,99
Student_8077,62,58,57
Student_8078,63,59,90
Student_8079,74,55,53
Student_8080,50,93,76
Student_8081,95,98,91
Student_8082,51,85,89
Student_8083,87,79,55
Student_8084,74,55,100
Student_8085,63,98,58
Student_8086,88,57,65
Student_8087,68,81,51
Student_8088,90,69,52
Student_8089,76,85,89
Student_8090,95,75,100
Student_8091,67,63,88
Student_8092,58,92,94
Student_8093,75,78,99
Student_8094,82,55,61
Student_8095,90,82,80
Student_8096,74,82,78
Student_8097,52,63,75
Student_8098,71,61,87
Student_8099,95,73,86
Student_8100,55,90,84
Student_8101,58,97,58
Student_8102,62,70,54
Student_8103,98,65,96
Student_8104,72,65,74
Student_8105,51,91,50
Student_8106,80,51,71
Student_8107,77,52,60
Student_8108,69,94,51
Student_8109,97,58,86
Student_8110,50,60,68
Student_8111,83,88,81
Student_8112,66,88,99
Student_8113,98,66,96
Student_8114,98,90,51
Student_8115,82,56,99
Student_8116,98,77,93
Student_8117,69,92,60
Student_8118,66,52,89
Student_8119,62,91,81
Student_8120,62,80,57
Student_8121,86,65,63
Student_8122,94,74,95
Student_8123,58,53,74
Student_8124,69,56,62
Student_8125,78,53,58
Student_8126,96,54,64
Student_8127,95,99,91
Student_8128,58,66,69
Student_8129,63,89,90
Student_8130,80,71,80
Student_8131,64,60,61
Student_8132,68,80,78
Student_8133,64,76,61
Student_8134,52,50,88
Student_8135,72,51,50
Student_8136,50,76,53
Student_8137,65,85,68
Student_8138,78,85,73
Student_8139,51,65,64
Student_8140,82,68,76
Student_8141,58,89,73
Student_8142,98,81,55
Student_8143,89,98,67
Student_8144,82,77,78
Student_8145,82,65,75
Student_8146,71,59,94
Student_8147,86,90,67
Student_8148,50,52,89
Student_8149,88,82,74
Student_8150,83,89,90
Student_8151,75,65,95
Student_8152,87,51,55
Student_8153,99,55,61
Student_8154,65,71,69
Student_8155,70,92,50
Student_8156,76,95,78
Student_8157,73,67,86
Student_8158,81,75,78
Student_8159,87,95,83
Student_8160,79,82,91
Student_8161,69,91,66
Student_8162,52,65,100
Student_8163,61,64,97
Student_8164,80,85,71
Student_8165,71,72,52
Student_8166,52,83,85
Student_8167,90,64,73
Student_8168,73,50,66
Student_8169,52,93,74
Student_8170,56,64,55
Student_8171,54,75,64
Student_8172,89,99,77
Student_8173,99,73,83
Student_8174,96,52,63
Student_8175,99,75,90
Student_8176,60,98,100
Student_8177,93,73,63
Student_8178,81,90,65
Student_8179,57,99,80
Student_8180,99,62,96
Student_8181,73,69,62
Student_8182,65,80,96
Student_8183,55,53,54
Student_8184,85,53,83
Student_8185,70,73,83
Student_8186,54,71,94
Student_8187,50,53,75
Student_8188,64,63,90
Student_8189,68,69,77
Student_8190,82,84,64
Student_8191,85,60,71
Student_8192,75,57,88
Student_8193,79,93,68
Student_8194,51,87,63
Student_8195,65,74,54
Student_8196,87,73,83
Student_8197,81,83,73
Student_8198,89,69,98
Student_8199,68,55,73
Student_8200,100,50,78
Student_8201,95,51,78
Student_8202,62,98,57
Student_8203,84,91,97
Student_8204,68,78,59
Student_8205,67,66,72
Student_8206,68,84,86
Student_8207,55,76,76
Student_8208,75,100,93
Student_8209,55,75,70
Student_8210,56,59,56
Student_8211,97,52,75
Student_8212,64,50,88
Student_8213,75,92,78
Student_8214,57,54,76
Student_8215,70,91,99
Student_8216,89,98,83
Student_8217,51,61,64
Student_8218,93,78,61
Student_8219,62,72,100
Student_8220,96,62,71
Student_8221,77,71,54
Student_8222,84,71,95
Student_8223,57,62,92
Student_8224,83,72,53
Student_8225,64,92,89
Student_8226,80,81,79
Student_8227,71,96,95
Student_8228,61,54,66
Student_8229,57,51,91
Student_8230,87,61,83
Student_8231,63,65,71
Student_8232,92,76,50
Student_8233,51,94,85
Student_8234,78,52,53
Student_8235,78,54,99
Student_8236,66,99,78
Student_8237,68,78,100
Student_8238,99,92,50
Student_8239,63,78,92
Student_8240,100,84,86
Student_8241,68,58,75
Student_8242,93,58,90
Student_8243,80,74,79
Student_8244,60,53,67
Student_8245,77,88,80
Student_8246,83,94,66
Student_8247,57,53,67
Student_8248,65,99,77
Student_8249,99,62,78
Student_8250,84,81,97
Student_8251,64,55,56
Student_8252,70,53,95
Student_8253,66,97,93
Student_8254,70,73,69
Student_8255,73,60,58
Student_8256,71,56,70
Student_8257,65,92,71
Student_8258,96,54,100
Student_8259,51,77,93
Student_8260,95,68,94
Student_8261,88,72,82
Student_8262,70,59,97
Student_8263,53,53,97
Student_8264,62,94,53
Student_8265,71,69,65
Student_8266,100,59,98
Student_8267,61,61,92
Student_8268,65,65,73
Student_8269,82,89,67
Student_8270,64,87,85
Student_8271,93,58,61
Student_8272,60,56,75
Student_8273,59,83,94
Student_8274,87,66,94
Student_8275,77,75,89
Student_8276,80,76,54
Student_8277,69,98,63
Student_8278,74,76,58
Student_8279,99,80,56
Student_8280,84,89,99
Student_8281,93,95,58
Student_8282,50,81,84
Student_8283,53,86,91
Student_8284,99,80,88
Student_8285,80,85,89
Student_8286,78,54,93
Student_8287,83,90,57
Student_8288,66,73,84
Student_8289,99,92,93
Student_8290,95,80,56
Student_8291,52,85,69
Student_8292,88,63,83
Student_8293,55,81,80
Student_8294,69,98,67
Student_8295,89,57,76
Student_8296,68,94,70
Student_8297,83,82,90
Student_8298,88,80,78
Student_8299,100,78,98
Student_8300,86,82,74
Student_8301,61,78,51
Student_8302,52,72,66
Student_8303,54,52,89
Student_8304,78,66,62
Student_8305,80,85,71
Student_8306,81,56,69
Student_8307,56,61,84
Student_8308,88,60,61
Student_8309,90,62,64
Student_8310,62,68,61
Student_8311,92,80,85
Student_8312,50,63,50
Student_8313,65,88,55
Student_8314,85,53,98
Student_8315,61,65,64
Student_8316,86,94,64
Student_8317,68,88,71
Student_8318,88,54,57
Student_8319,50,61,75
Student_8320,64,90,100
Student_8321,55,98,67
Student_8322,81,59,73
Student_8323,94,83,69
Student_8324,99,90,60
Student_8325,68,56,92
Student_8326,53,86,50
Student_8327,62,75,95
Student_8328,79,53,58
Student_8329,86,60,54
Student_8330,67,88,66
Student_8331,98,76,97
Student_8332,92,97,52
Student_8333,92,65,62
Student_8334,94,78,54
Student_8335,71,82,99
Student_8336,51,65,71
Student_8337,52,100,62
Student_8338,57,75,77
Student_8339,77,55,53
Student_8340,63,60,75
Student_8341,86,68,52
Student_8342,80,98,79
Student_8343,86,93,99
Student_8344,99,97,100
Student_8345,95,74,69
Student_8346,81,93,68
Student_8347,52,57,70
Student_8348,56,77,82
Student_8349,93,77,81
Student_8350,98,54,94
Student_8351,70,55,79
Student_8352,94,99,79
Student_8353,95,51,74
Student_8354,74,55,78
Student_8355,95,59,68
Student_8356,53,64,73
Student_8357,84,84,84
Student_8358,90,75,84
Student_8359,64,73,61
Student_8360,55,100,57
Student_8361,96,70,55
Student_8362,85,58,63
Student_8363,61,90,63
Student_8364,92,84,99
Student_8365,93,80,66
Student_8366,65,54,77
Student_8367,70,100,98
Student_8368,67,68,87
Student_8369,87,71,99
Student_8370,96,96,67
Student_8371,75,68,73
Student_8372,87,78,76
Student_8373,58,69,70
Student_8374,62,70,82
Student_8375,93,92,53
Student_8376,55,95,66
Student_8377,90,77,52
Student_8378,74,64,86
Student_8379,88,83,50
Student_8380,78,84,59
Student_8381,94,93,53
Student_8382,61,79,64
Student_8383,73,71,94
Student_8384,91,89,81
Student_8385,53,62,58
Student_8386,65,98,82
Student_8387,83,74,99
Student_8388,88,91,89
Student_8389,78,87,60
Student_8390,69,56,90
Student_8391,55,62,83
Student_8392,81,71,62
Student_8393,52,66,54
Student_8394,78,77,89
Student_8395,50,74,83
Student_8396,52,65,59
Student_8397,52,62,65
Student_8398,74,70,88
Student_8399,100,77,79
Student_8400,76,50,71
Student_8401,69,73,50
Student_8402,54,91,73
Student_8403,75,74,76
Student_8404,72,91,90
Student_8405,84,78,94
Student_8406,75,59,92
Student_8407,70,83,53
Student_8408,93,70,78
Student_8409,88,54,70
Student_8410,78,56,74
Student_8411,80,85,91
Student_8412,98,75,50
Student_8413,57,68,71
Student_8414,75,50,88
Student_8415,82,59,54
Student_8416,96,70,83
Student_8417,67,99,93
Student_8418,82,87,87
Student_8419,52,58,58
Student_8420,99,58,51
Student_8421,53,63,100
Student_8422,85,71,69
Student_8423,98,56,90
Student_8424,64,83,90
Student_8425,77,89,73
Student_8426,84,63,57
Student_8427,83,57,87
Student_8428,60,72,94
Student_8429,57,82,74
Student_8430,100,85,97
Student_8431,64,85,96
Student_8432,70,99,53
Student_8433,71,69,54
Student_8434,96,63,83
Student_8435,80,56,53
Student_8436,56,87,67
Student_8437,67,53,65
Student_8438,67,80,82
Student_8439,91,97,100
Student_8440,91,61,51
Student_8441,90,94,73
Student_8442,54,58,61
Student_8443,88,60,100
Student_8444,90,68,51
Student_8445,50,100,54
Student_8446,54,51,91
Student_8447,68,72,68
Student_8448,63,53,91
Student_8449,96,94,66
Student_8450,53,50,72
Student_8451,74,78,86
Student_8452,66,71,66
Student_8453,65,88,65
Student_8454,87,73,86
Student_8455,71,81,93
Student_8456,52,56,66
Student_8457,78,61,78
Student_8458,62,69,59
Student_8459,72,58,84
Student_8460,89,92,51
Student_8461,55,71,90
Student_8462,74,55,87
Student_8463,86,68,51
Student_8464,71,71,96
Student_8465,87,84,55
Student_8466,63,82,55
Student_8467,52,58,75
Student_8468,86,95,78
Student_8469,69,81,95
Student_8470,87,59,66
Student_8471,56,81,58
Student_8472,71,79,94
Student_8473,58,93,89
Student_8474,68,95,92
Student_8475,69,82,62
Student_8476,82,78,60
Student_8477,88,98,76
Student_8478,85,72,92
Student_8479,64,81,81
Student_8480,80,97,59
Student_8481,81,57,62
Student_8482,90,85,74
Student_8483,54,95,79
Student_8484,52,53,65
Student_8485,76,73,55
Student_8486,73,81,57
Student_8487,57,85,88
Student_8488,51,92,52
Student_8489,75,69,87
Student_8490,85,88,82
Student_8491,72,81,96
Student_8492,94,79,78
Student_8493,54,51,57
Student_8494,66,86,57
Student_8495,70,84,81
Student_8496,71,94,100
Student_8497,99,93,72
Student_8498,76,58,52
Student_8499,71,54,71
Student_8500,59,100,78
Student_8501,59,96,84
Student_8502,65,58,80
Student_8503,88,70,67
Student_8504,88,51,83
Student_8505,96,92,82
Student_8506,100,83,63
Student_8507,59,73,64
Student_8508,52,98,83
Student_8509,64,70,75
Student_8510,73,58,69
Student_8511,56,54,76
Student_8512,76,88,71
Student_8513,50,70,68
Student_8514,56,71,74
Student_8515,99,87,59
Student_8516,72,59,92
Student_8517,52,79,50
Student_8518,71,58,83
Student_8519,56,75,73
Student_8520,91,66,69
Student_8521,83,64,84
Student_8522,55,63,78
Student_8523,78,63,84
Student_8524,59,97,89
Student_8525,85,64,83
Student_8526,62,54,61
Student_8527,63,86,56
Student_8528,86,88,94
Student_8529,66,90,84
Student_8530,83,86,83
Student_8531,78,58,86
Student_8532,57,94,100
Student_8533,69,89,50
Student_8534,83,73,97
Student_8535,66,57,74
Student_8536,62,55,70
Student_8537,53,80,90
Student_8538,50,66,69
Student_8539,68,69,91
Student_8540,70,64,79
Student_8541,61,76,65
Student_8542,96,51,61
Student_8543,53,97,93
Student_8544,81,86,60
Student_8545,80,89,97
Student_8546,57,90,94
Student_8547,66,56,70
Student_8548,63,94,78
Student_8549,67,97,87
Student_8550,72,54,62
Student_8551,97,87,79
Student_8552,56,59,61
Student_8553,91,50,100
Student_8554,97,83,72
Student_8555,89,68,79
Student_8556,70,63,67
Student_8557,78,56,69
Student_8558,100,98,50
Student_8559,57,91,59
Student_8560,52,54,74
Student_8561,86,85,54
Student_8562,60,50,89
Student_8563,66,95,50
Student_8564,52,90,56
Student_8565,97,90,92
Student_8566,51,90,96
Student_8567,89,70,80
Student_8568,100,62,85
Student_8569,60,77,65
Student_8570,83,75,86
Student_8571,84,89,66
Student_8572,60,62,90
Student_8573,68,75,75
Student_8574,62,84,84
Student_8575,93,75,97
Student_8576,88,58,66
Student_8577,93,76,83
Student_8578,65,68,66
Student_8579,98,99,76
Student_8580,66,54,91
Student_8581,83,68,97
Student_8582,78,97,77
Student_8583,83,88,56
Student_8584,90,62,99
Student_8585,97,71,59
Student_8586,77,51,97
Student_8587,51,86,80
Student_8588,89,92,85
Student_8589,69,97,50
Student_8590,92,88,71
Student_8591,93,81,76
Student_8592,96,58,86
Student_8593,84,62,94
Student_8594,91,59,98
Student_8595,98,66,82
Student_8596,79,71,71
Student_8597,100,78,84
Student_8598,55,93,76
Student_8599,80,69,76
Student_8600,90,91,74
Student_8601,99,96,53
Student_8602,99,76,100
Student_8603,83,90,94
Student_8604,81,57,83
Student_8605,84,90,53
Student_8606,99,53,87
Student_8607,95,69,64
Student_8608,99,72,95
Student_8609,70,62,68
Student_8610,75,69,85
Student_8611,61,96,71
Student_8612,86,83,82
Student_8613,65,86,71
Student_8614,83,97,63
Student_8615,64,93,80
Student_8616,54,52,91
Student_8617,62,92,60
Student_8618,69,61,63
Student_8619,86,76,99
Student_8620,69,82,55
Student_8621,88,75,95
Student_8622,73,56,50
Student_8623,76,100,52
Student_8624,57,84,75
Student_8625,51,72,99
Student_8626,89,60,51
Student_8627,54,68,64
Student_8628,52,81,100
Student_8629,51,90,70
Student_8630,65,83,99
Student_8631,71,73,82
Student_8632,61,71,69
Student_8633,50,63,77
Student_8634,72,99,78
Student_8635,50,70,70
Student_8636,82,53,87
Student_8637,75,96,52
Student_8638,89,94,91
Student_8639,97,100,51
Student_8640,99,80,76
Student_8641,73,64,78
Student_8642,83,97,77
Student_8643,61,53,67
Student_8644,93,54,54
Student_8645,98,56,72
Student_8646,69,74,56
Student_8647,68,73,87
Student_8648,84,92,85
Student_8649,92,76,99
Student_8650,82,83,66
Student_8651,98,86,54
Student_8652,64,96,66
Student_8653,87,64,52
Student_8654,96,81,81
Student_8655,55,53,90
Student_8656,100,65,75
Student_8657,74,73,82
Student_8658,74,94,62
Student_8659,100,86,52
Student_8660,62,68,59
Student_8661,88,68,66
Student_8662,97,82,75
Student_8663,71,75,85
Student_8664,60,77,56
Student_8665,99,85,92
Student_8666,52,66,58
Student_8667,95,100,90
Student_8668,63,62,81
Student_8669,99,64,92
Student_8670,86,61,80
Student_8671,94,75,64
Student_8672,65,87,93
Student_8673,98,85,89
Student_8674,71,72,92
Student_8675,89,50,52
Student_8676,100,57,91
Student_8677,85,81,69
Student_8678,61,58,96
Student_8679,99,81,79
Student_8680,75,97,79
Student_8681,51,92,68
Student_8682,81,68,80
Student_8683,56,65,97
Student_8684,52,54,88
Student_8685,70,83,84
Student_8686,81,64,88
Student_8687,53,68,91
Student_8688,87,99,78
Student_8689,88,54,100
Student_8690,65,63,65
Student_8691,82,53,99
Student_8692,51,54,67
Student_8693,56,75,84
Student_8694,52,92,74
Student_8695,90,83,90
Student_8696,96,82,54
Student_8697,79,76,55
Student_8698,52,93,53
Student_8699,62,81,64
Student_8700,86,77,97
Student_8701,70,54,87
Student_8702,94,96,90
Student_8703,71,86,63
Student_8704,86,84,77
Student_8705,68,86,92
Student_8706,90,90,74
Student_8707,68,89,77
Student_8708,88,75,62
Student_8709,74,98,51
Student_8710,73,51,96
Student_8711,63,98,84
Student_8712,97,83,91
Student_8713,65,52,85
Student_8714,85,99,81
Student_8715,59,88,96
Student_8716,50,84,98
Student_8717,56,64,86
Student_8718,74,85,88
Student_8719,62,94,85
Student_8720,50,66,69
Student_8721,55,89,86
Student_8722,73,50,56
Student_8723,78,72,84
Student_8724,60,61,55
Student_8725,57,55,98
Student_8726,67,58,54
Student_8727,76,98,85
Student_8728,67,94,64
Student_8729,65,70,83
Student_8730,86,66,58
Student_8731,52,65,82
Student_8732,81,99,89
Student_8733,51,65,93
Student_8734,61,72,58
Student_8735,50,65,79
Student_8736,50,81,52
Student_8737,96,96,62
Student_8738,88,87,98
Student_8739,50,93,78
Student_8740,67,99,56
Student_8741,63,70,96
Student_8742,57,88,56
Student_8743,95,64,88
Student_8744,99,98,98
Student_8745,62,66,87
Student_8746,65,90,78
Student_8747,83,60,73
Student_8748,83,91,50
Student_8749,80,77,54
Student_8750,71,62,50
Student_8751,65,98,67
Student_8752,50,96,89
Student_8753,91,97,97
Student_8754,57,79,74
Student_8755,93,93,75
Student_8756,79,52,63
Student_8757,82,56,75
Student_8758,91,71,52
Student_8759,59,78,84
Student_8760,80,67,56
Student_8761,91,77,100
Student_8762,92,51,55
Student_8763,71,52,54
Student_8764,74,76,51
Student_8765,97,64,91
Student_8766,76,66,88
Student_8767,84,65,83
Student_8768,71,64,85
Student_8769,50,78,63
Student_8770,74,71,60
Student_8771,79,90,75
Student_8772,50,92,64
Student_8773,59,82,90
Student_8774,54,66,69
Student_8775,87,80,95
Student_8776,65,60,81
Student_8777,82,71,69
Student_8778,62,93,94
Student_8779,58,76,56
Student_8780,62,50,90
Student_8781,60,81,99
Student_8782,67,67,57
Student_8783,93,64,61
Student_8784,55,55,79
Student_8785,78,74,92
Student_8786,54,61,60
Student_8787,69,84,76
Student_8788,51,58,52
Student_8789,86,53,50
Student_8790,81,64,95
Student_8791,99,79,56
Student_8792,71,75,60
Student_8793,68,65,88
Student_8794,60,83,90
Student_8795,90,59,96
Student_8796,90,66,68
Student_8797,97,73,99
Student_8798,61,99,75
Student_8799,100,68,61
Student_8800,58,98,52
Student_8801,69,57,92
Student_8802,87,84,100
Student_8803,72,53,87
Student_8804,70,75,98
Student_8805,83,78,90
Student_8806,66,69,65
Student_8807,100,97,56
Student_8808,66,81,64
Student_8809,98,84,57
Student_8810,74,99,80
Student_8811,83,75,89
Student_8812,96,71,56
Student_8813,58,62,65
Student_8814,96,88,51
